"customFlowLabel","deviceChosen","scanCompletedAt","severity","issueId","issueDescription","wcagConformance","url","pageTitle","context","howToFix","axeImpact","xpath","learnMore"
"None","Desktop","2026-01-15T14:18:51.775Z","Must Fix","aria-hidden-focus","Ensure aria-hidden elements are not focusable nor contain focusable elements","cat.name-role-value,wcag2a,wcag412,TTv5,TT6.a,EN-301-549,EN-9.4.1.2,RGAAv4,RGAA-10.8.1","https://www.cms.gov/regulations-and-guidance/review-boards/prrbreview/list-of-prrb-decisions-items/2014d28","2014D28 | CMS","<div id=""link-list-block-cms-evo-cmshhswebsitescmsglobalfooter-menu"" aria-hidden=""true"" class=""cms--link-list__links"">","Fix all of the following:
  Focusable content should have tabindex=""-1"" or be removed from the DOM","serious","#link-list-block-cms-evo-cmshhswebsitescmsglobalfooter-menu","https://dequeuniversity.com/rules/axe/4.11/aria-hidden-focus?application=playwright"
"None","Desktop","2026-01-15T14:18:51.775Z","Must Fix","aria-hidden-focus","Ensure aria-hidden elements are not focusable nor contain focusable elements","cat.name-role-value,wcag2a,wcag412,TTv5,TT6.a,EN-301-549,EN-9.4.1.2,RGAAv4,RGAA-10.8.1","https://www.cms.gov/regulations-and-guidance/review-boards/prrbreview/list-of-prrb-decisions-items/2014d28","2014D28 | CMS","<div id=""link-list-block-aboutcms-menu"" aria-hidden=""true"" class=""cms--link-list__links"">","Fix all of the following:
  Focusable content should have tabindex=""-1"" or be removed from the DOM","serious","#link-list-block-aboutcms-menu","https://dequeuniversity.com/rules/axe/4.11/aria-hidden-focus?application=playwright"
"None","Desktop","2026-01-15T14:18:51.775Z","Must Fix","aria-hidden-focus","Ensure aria-hidden elements are not focusable nor contain focusable elements","cat.name-role-value,wcag2a,wcag412,TTv5,TT6.a,EN-301-549,EN-9.4.1.2,RGAAv4,RGAA-10.8.1","https://www.cms.gov/regulations-and-guidance/review-boards/prrbreview/list-of-prrb-decisions-items/2014d28","2014D28 | CMS","<div id=""link-list-block-cms-evo-toolscmsglobalfooter-menu"" aria-hidden=""true"" class=""cms--link-list__links"">","Fix all of the following:
  Focusable content should have tabindex=""-1"" or be removed from the DOM","serious","#link-list-block-cms-evo-toolscmsglobalfooter-menu","https://dequeuniversity.com/rules/axe/4.11/aria-hidden-focus?application=playwright"
"None","Desktop","2026-01-15T14:18:51.775Z","Must Fix","aria-hidden-focus","Ensure aria-hidden elements are not focusable nor contain focusable elements","cat.name-role-value,wcag2a,wcag412,TTv5,TT6.a,EN-301-549,EN-9.4.1.2,RGAAv4,RGAA-10.8.1","https://www.cms.gov/regulations-and-guidance/review-boards/prrbreview/list-of-prrb-decisions-items/2014d28","2014D28 | CMS","<div id=""link-list-block-cms-evo-helpfullinkscmsglobalfooter-menu"" aria-hidden=""true"" class=""cms--link-list__links"">","Fix all of the following:
  Focusable content should have tabindex=""-1"" or be removed from the DOM","serious","#link-list-block-cms-evo-helpfullinkscmsglobalfooter-menu","https://dequeuniversity.com/rules/axe/4.11/aria-hidden-focus?application=playwright"
"None","Desktop","2026-01-15T14:18:51.775Z","Must Fix","aria-hidden-focus","Ensure aria-hidden elements are not focusable nor contain focusable elements","cat.name-role-value,wcag2a,wcag412,TTv5,TT6.a,EN-301-549,EN-9.4.1.2,RGAAv4,RGAA-10.8.1","https://www.cms.gov/regulations-and-guidance/review-boards/prrbreview/list-of-prrb-decisions-items/2014d28","2014D28 | CMS","<div id=""link-list-block-usagovernmentsites-menu"" aria-hidden=""true"" class=""cms--link-list__links"">","Fix all of the following:
  Focusable content should have tabindex=""-1"" or be removed from the DOM","serious","#link-list-block-usagovernmentsites-menu","https://dequeuniversity.com/rules/axe/4.11/aria-hidden-focus?application=playwright"
"None","Desktop","2026-01-15T14:18:51.775Z","Must Fix","aria-hidden-focus","Ensure aria-hidden elements are not focusable nor contain focusable elements","cat.name-role-value,wcag2a,wcag412,TTv5,TT6.a,EN-301-549,EN-9.4.1.2,RGAAv4,RGAA-10.8.1","https://www.cms.gov/newsroom/press-releases/medicare-trustees-report-shows-hospital-insurance-trust-fund-will-deplete-7-years","Medicare Trustees Report shows Hospital Insurance Trust Fund will deplete in 7 years | CMS","<div id=""link-list-block-cms-evo-cmshhswebsitescmsglobalfooter-menu"" aria-hidden=""true"" class=""cms--link-list__links"">","Fix all of the following:
  Focusable content should have tabindex=""-1"" or be removed from the DOM","serious","#link-list-block-cms-evo-cmshhswebsitescmsglobalfooter-menu","https://dequeuniversity.com/rules/axe/4.11/aria-hidden-focus?application=playwright"
"None","Desktop","2026-01-15T14:18:51.775Z","Must Fix","aria-hidden-focus","Ensure aria-hidden elements are not focusable nor contain focusable elements","cat.name-role-value,wcag2a,wcag412,TTv5,TT6.a,EN-301-549,EN-9.4.1.2,RGAAv4,RGAA-10.8.1","https://www.cms.gov/newsroom/press-releases/medicare-trustees-report-shows-hospital-insurance-trust-fund-will-deplete-7-years","Medicare Trustees Report shows Hospital Insurance Trust Fund will deplete in 7 years | CMS","<div id=""link-list-block-aboutcms-menu"" aria-hidden=""true"" class=""cms--link-list__links"">","Fix all of the following:
  Focusable content should have tabindex=""-1"" or be removed from the DOM","serious","#link-list-block-aboutcms-menu","https://dequeuniversity.com/rules/axe/4.11/aria-hidden-focus?application=playwright"
"None","Desktop","2026-01-15T14:18:51.775Z","Must Fix","aria-hidden-focus","Ensure aria-hidden elements are not focusable nor contain focusable elements","cat.name-role-value,wcag2a,wcag412,TTv5,TT6.a,EN-301-549,EN-9.4.1.2,RGAAv4,RGAA-10.8.1","https://www.cms.gov/newsroom/press-releases/medicare-trustees-report-shows-hospital-insurance-trust-fund-will-deplete-7-years","Medicare Trustees Report shows Hospital Insurance Trust Fund will deplete in 7 years | CMS","<div id=""link-list-block-cms-evo-toolscmsglobalfooter-menu"" aria-hidden=""true"" class=""cms--link-list__links"">","Fix all of the following:
  Focusable content should have tabindex=""-1"" or be removed from the DOM","serious","#link-list-block-cms-evo-toolscmsglobalfooter-menu","https://dequeuniversity.com/rules/axe/4.11/aria-hidden-focus?application=playwright"
"None","Desktop","2026-01-15T14:18:51.775Z","Must Fix","aria-hidden-focus","Ensure aria-hidden elements are not focusable nor contain focusable elements","cat.name-role-value,wcag2a,wcag412,TTv5,TT6.a,EN-301-549,EN-9.4.1.2,RGAAv4,RGAA-10.8.1","https://www.cms.gov/newsroom/press-releases/medicare-trustees-report-shows-hospital-insurance-trust-fund-will-deplete-7-years","Medicare Trustees Report shows Hospital Insurance Trust Fund will deplete in 7 years | CMS","<div id=""link-list-block-cms-evo-helpfullinkscmsglobalfooter-menu"" aria-hidden=""true"" class=""cms--link-list__links"">","Fix all of the following:
  Focusable content should have tabindex=""-1"" or be removed from the DOM","serious","#link-list-block-cms-evo-helpfullinkscmsglobalfooter-menu","https://dequeuniversity.com/rules/axe/4.11/aria-hidden-focus?application=playwright"
"None","Desktop","2026-01-15T14:18:51.775Z","Must Fix","aria-hidden-focus","Ensure aria-hidden elements are not focusable nor contain focusable elements","cat.name-role-value,wcag2a,wcag412,TTv5,TT6.a,EN-301-549,EN-9.4.1.2,RGAAv4,RGAA-10.8.1","https://www.cms.gov/newsroom/press-releases/medicare-trustees-report-shows-hospital-insurance-trust-fund-will-deplete-7-years","Medicare Trustees Report shows Hospital Insurance Trust Fund will deplete in 7 years | CMS","<div id=""link-list-block-usagovernmentsites-menu"" aria-hidden=""true"" class=""cms--link-list__links"">","Fix all of the following:
  Focusable content should have tabindex=""-1"" or be removed from the DOM","serious","#link-list-block-usagovernmentsites-menu","https://dequeuniversity.com/rules/axe/4.11/aria-hidden-focus?application=playwright"
